pretraining_mu_tasks,hid_dim,layer,head,default_sigma,converged,converged_epoch
64,256,2,2,0.2,False,100000
64,256,2,2,1.0,True,39650
64,256,2,4,0.2,True,17050
64,256,2,4,1.0,True,48300
64,256,2,8,0.2,True,79800
64,256,2,8,1.0,True,89400
64,256,4,1,0.2,True,64650
64,256,4,1,1.0,True,62250
64,256,4,2,0.2,True,63800
64,256,4,2,1.0,True,59550
64,256,4,4,0.2,True,51700
64,256,4,4,1.0,True,19850
64,256,4,8,0.2,False,100000
64,256,4,8,1.0,False,100000
64,256,8,1,0.2,False,100000
64,256,8,1,1.0,False,100000
64,256,8,2,0.2,False,100000
64,256,8,2,1.0,False,100000
64,256,8,4,0.2,False,100000
64,256,8,4,1.0,False,100000
64,256,8,8,0.2,False,100000
64,256,8,8,1.0,False,100000
128,4,1,1,0.2,False,100000
128,4,1,1,1.0,False,100000
128,4,1,2,0.2,False,100000
128,4,1,2,1.0,True,93700
128,4,1,4,0.2,True,95150
128,4,1,4,1.0,True,90900
128,4,2,1,0.2,True,89200
128,4,2,1,1.0,True,74850
128,4,2,2,0.2,True,74900
128,4,2,2,1.0,False,100000
128,4,2,4,0.2,False,100000
128,4,2,4,1.0,False,100000
128,4,4,1,0.2,False,100000
128,4,4,1,1.0,False,100000
128,4,4,2,0.2,False,100000
128,4,4,2,1.0,False,100000
128,4,4,4,0.2,False,100000
128,4,4,4,1.0,False,100000
128,4,8,1,0.2,False,100000
128,4,8,1,1.0,False,100000
128,4,8,2,0.2,False,100000
128,4,8,2,1.0,False,100000
128,4,8,4,0.2,False,100000
128,4,8,4,1.0,False,100000
128,16,1,1,0.2,False,100000
128,16,1,1,1.0,False,100000
128,16,1,2,0.2,False,100000
128,16,1,2,1.0,False,100000
128,16,1,4,0.2,False,100000
128,16,1,4,1.0,False,100000
128,16,1,8,0.2,False,100000
128,16,1,8,1.0,False,100000
128,16,2,1,0.2,False,100000
128,16,2,1,1.0,False,100000
128,16,2,2,0.2,False,100000
128,16,2,2,1.0,False,100000
128,16,2,4,0.2,False,100000
128,16,2,4,1.0,False,100000
128,16,2,8,0.2,False,100000
128,16,2,8,1.0,False,100000
128,16,4,1,0.2,True,58700
128,16,4,1,1.0,False,100000
128,16,4,2,0.2,False,100000
128,16,4,2,1.0,False,100000
128,16,4,4,0.2,False,100000
128,16,4,4,1.0,False,100000
128,16,4,8,0.2,False,100000
128,16,4,8,1.0,False,100000
128,16,8,1,0.2,False,100000
128,16,8,1,1.0,False,100000
128,16,8,2,0.2,False,100000
128,16,8,2,1.0,False,100000
128,16,8,4,0.2,False,100000
128,16,8,4,1.0,False,100000
128,16,8,8,0.2,False,100000
128,16,8,8,1.0,False,100000
128,64,1,1,0.2,False,100000
128,64,1,1,1.0,False,100000
128,64,1,2,0.2,True,91850
128,64,1,2,1.0,False,100000
128,64,1,4,0.2,False,100000
128,64,1,4,1.0,False,100000
128,64,1,8,0.2,False,100000
128,64,1,8,1.0,False,100000
128,64,2,1,0.2,False,100000
128,64,2,1,1.0,True,88500
128,64,2,2,0.2,True,88300
128,64,2,2,1.0,False,100000
128,64,2,4,0.2,False,100000
128,64,2,4,1.0,False,100000
128,64,2,8,0.2,True,84450
128,64,2,8,1.0,True,97750
128,64,4,1,0.2,True,96400
128,64,4,1,1.0,True,95900
128,64,4,2,0.2,True,97850
128,64,4,2,1.0,True,97450
128,64,4,4,0.2,True,95250
128,64,4,4,1.0,True,96400
128,64,4,8,0.2,True,94850
128,64,4,8,1.0,True,91000
128,64,8,1,0.2,True,91750
128,64,8,1,1.0,True,91350
128,64,8,2,0.2,True,90450
128,64,8,2,1.0,True,86750
128,64,8,4,0.2,True,90600
128,64,8,4,1.0,True,91500
128,64,8,8,0.2,True,91300
128,64,8,8,1.0,True,91250
128,256,1,1,0.2,True,93850
128,256,1,1,1.0,True,93400
128,256,1,2,0.2,True,82700
128,256,1,2,1.0,True,92500
128,256,1,4,0.2,True,84800
128,256,1,4,1.0,True,77350
128,256,1,8,0.2,True,67450
128,256,1,8,1.0,False,100000
128,256,2,1,0.2,False,100000
128,256,2,1,1.0,False,100000
128,256,2,2,0.2,False,100000
128,256,2,2,1.0,False,100000
128,256,2,4,0.2,False,100000
128,256,2,4,1.0,False,100000
128,256,2,8,0.2,False,100000
128,256,2,8,1.0,False,100000
128,256,4,1,0.2,False,100000
128,256,4,1,1.0,False,100000
128,256,4,2,0.2,False,100000
128,256,4,2,1.0,False,100000
128,256,4,4,0.2,False,100000
128,256,4,4,1.0,False,100000
128,256,4,8,0.2,False,100000
128,256,4,8,1.0,False,100000
128,256,8,1,0.2,False,100000
128,256,8,1,1.0,False,100000
128,256,8,2,0.2,False,100000
128,256,8,2,1.0,False,100000
128,256,8,4,1.0,False,100000
128,256,8,8,0.2,False,100000
128,256,8,8,1.0,True,58800
